Country,date,Highest_infected_population,Population,Total_cases_percentage
Singapore,2020-05-08,21707,5850343,0.37
Slovakia,2020-10-12,20355,5459643,0.37
Spain,2020-04-14,172541,46754783,0.37
Seychelles,2021-01-05,354,98340,0.36
Singapore,2020-05-07,20939,5850343,0.36
Slovakia,2020-10-11,19851,5459643,0.36
Slovenia,2020-10-08,7507,2078932,0.36
"South Africa",2020-07-07,215855,59308690,0.36
Spain,2020-04-12,166831,46754783,0.36
Spain,2020-04-13,170099,46754783,0.36
Timor,2021-05-18,4765,1318442,0.36
"Trinidad and Tobago",2020-10-09,5021,1399491,0.36
"Trinidad and Tobago",2020-10-10,5043,1399491,0.36
"Trinidad and Tobago",2020-10-11,5043,1399491,0.36
Tunisia,2020-10-19,42727,11818618,0.36
Turkey,2020-09-18,299810,84339067,0.36
Turkey,2020-09-19,301348,84339067,0.36
Turkey,2020-09-20,302867,84339067,0.36
Turkey,2020-09-21,304610,84339067,0.36
Turkey,2020-09-22,306302,84339067,0.36
Ukraine,2020-09-12,155558,43733759,0.36
Ukraine,2020-09-13,158122,43733759,0.36
"United Arab Emirates",2020-06-01,35192,9890400,0.36
"United Arab Emirates",2020-06-02,35788,9890400,0.36
"United Kingdom",2020-05-21,242133,67886004,0.36
"United Kingdom",2020-05-22,244174,67886004,0.36
"United Kingdom",2020-05-23,245682,67886004,0.36
"United Kingdom",2020-05-24,247037,67886004,0.36
"United States",2020-05-04,1191749,331002647,0.36
"Sri Lanka",2021-02-15,76428,21413250,0.36
"Sri Lanka",2021-02-16,77184,21413250,0.36
"Sri Lanka",2021-02-17,77906,21413250,0.36
Suriname,2020-08-06,2096,586634,0.36
Sweden,2020-05-27,36417,10099270,0.36
Switzerland,2020-05-23,30725,8654618,0.36
Switzerland,2020-05-24,30736,8654618,0.36
Switzerland,2020-05-25,30746,8654618,0.36
Switzerland,2020-05-26,30761,8654618,0.36
Switzerland,2020-05-27,30776,8654618,0.36
Switzerland,2020-05-28,30796,8654618,0.36
Switzerland,2020-05-29,30828,8654618,0.36
Switzerland,2020-05-30,30845,8654618,0.36
Switzerland,2020-05-31,30862,8654618,0.36
Switzerland,2020-06-01,30871,8654618,0.36
Switzerland,2020-06-02,30874,8654618,0.36
Switzerland,2020-06-03,30893,8654618,0.36
Switzerland,2020-06-04,30913,8654618,0.36
Switzerland,2020-06-05,30936,8654618,0.36
Switzerland,2020-06-06,30956,8654618,0.36
Switzerland,2020-06-07,30965,8654618,0.36
Switzerland,2020-06-08,30972,8654618,0.36
Switzerland,2020-06-09,30988,8654618,0.36
Switzerland,2020-06-10,31011,8654618,0.36
Switzerland,2020-06-11,31044,8654618,0.36
Switzerland,2020-06-12,31063,8654618,0.36
Switzerland,2020-06-13,31094,8654618,0.36
Switzerland,2020-06-14,31117,8654618,0.36
Switzerland,2020-06-15,31131,8654618,0.36
Switzerland,2020-06-16,31154,8654618,0.36
Switzerland,2020-06-17,31187,8654618,0.36
Switzerland,2020-06-18,31200,8654618,0.36
Switzerland,2020-06-19,31235,8654618,0.36
Switzerland,2020-06-20,31243,8654618,0.36
Switzerland,2020-06-21,31292,8654618,0.36
Switzerland,2020-06-22,31310,8654618,0.36
Switzerland,2020-06-23,31332,8654618,0.36
Switzerland,2020-06-24,31376,8654618,0.36
Switzerland,2020-06-25,31428,8654618,0.36
Switzerland,2020-06-26,31486,8654618,0.36
Switzerland,2020-06-27,31555,8654618,0.36
Uruguay,2020-12-19,12557,3473727,0.36
Venezuela,2020-11-26,101215,28435943,0.36
Venezuela,2020-11-27,101524,28435943,0.36
Venezuela,2020-11-28,101760,28435943,0.36
Venezuela,2020-11-29,102040,28435943,0.36
Venezuela,2020-11-30,102394,28435943,0.36
Venezuela,2020-12-01,102621,28435943,0.36
Venezuela,2020-12-02,103067,28435943,0.36
Venezuela,2020-12-03,103548,28435943,0.36
Zambia,2021-02-10,65573,18383956,0.36
Zambia,2021-02-11,66598,18383956,0.36
Libya,2020-09-16,24936,6871287,0.36
Liechtenstein,2020-10-09,139,38137,0.36
Malaysia,2021-01-01,115078,32365998,0.36
Malaysia,2021-01-02,117373,32365998,0.36
Maldives,2020-06-09,1942,540542,0.36
Maldives,2020-06-10,1962,540542,0.36
Malta,2020-08-22,1577,441539,0.36
Mauritania,2021-01-27,16506,4649660,0.36
Mauritania,2021-01-28,16543,4649660,0.36
Mauritania,2021-01-29,16576,4649660,0.36
Mauritania,2021-01-30,16608,4649660,0.36
Mauritania,2021-01-31,16635,4649660,0.36
Mauritania,2021-02-01,16662,4649660,0.36
Mauritania,2021-02-02,16689,4649660,0.36
Mauritania,2021-02-03,16720,4649660,0.36
Mauritania,2021-02-04,16740,4649660,0.36
Mauritania,2021-02-05,16777,4649660,0.36
Mauritania,2021-02-06,16792,4649660,0.36
Mauritania,2021-02-07,16807,4649660,0.36
Mauritania,2021-02-08,16827,4649660,0.36
Mauritania,2021-02-09,16868,4649660,0.36
Mauritania,2021-02-10,16902,4649660,0.36
Mauritania,2021-02-11,16925,4649660,0.36
Mauritania,2021-02-12,16954,4649660,0.36
Mauritania,2021-02-13,16965,4649660,0.36
Mexico,2020-08-06,462690,128932753,0.36
Mexico,2020-08-07,469407,128932753,0.36
Moldova,2020-06-22,14363,4033963,0.36
Moldova,2020-06-23,14714,4033963,0.36
Monaco,2020-08-12,141,39244,0.36
Monaco,2020-09-02,142,39244,0.36
Monaco,2020-09-03,143,39244,0.36
Mongolia,2021-04-05,11651,3278292,0.36
Mongolia,2021-04-06,11651,3278292,0.36
Morocco,2020-10-03,131228,36910558,0.36
Morocco,2020-10-04,133272,36910558,0.36
Morocco,2020-10-05,134695,36910558,0.36
Pakistan,2021-04-22,784108,220892331,0.36
Pakistan,2021-04-23,790016,220892331,0.36
Pakistan,2021-04-24,795627,220892331,0.36
Pakistan,2021-04-25,800452,220892331,0.36
Pakistan,2021-04-26,804939,220892331,0.36
Palestine,2020-08-21,18313,5101416,0.36
Palestine,2020-08-22,18476,5101416,0.36
Panama,2020-06-05,15463,4314768,0.36
Paraguay,2020-09-10,25631,7132530,0.36
Peru,2020-05-24,119959,32971846,0.36
Philippines,2020-11-05,389725,109581085,0.36
Philippines,2020-11-06,391809,109581085,0.36
Philippines,2020-11-07,393961,109581085,0.36
Philippines,2020-11-08,396395,109581085,0.36
Philippines,2020-11-09,398449,109581085,0.36
Philippines,2020-11-10,399749,109581085,0.36
Poland,2020-10-13,135278,37846605,0.36
Portugal,2020-06-13,36463,10196707,0.36
Portugal,2020-06-14,36690,10196707,0.36
Portugal,2020-06-15,37036,10196707,0.36
Qatar,2020-04-26,10287,2881060,0.36
Romania,2020-08-15,69374,19237682,0.36
Namibia,2020-09-09,9108,2540916,0.36
Namibia,2020-09-10,9256,2540916,0.36
Nepal,2020-10-10,105684,29136808,0.36
Netherlands,2020-08-12,61718,17134873,0.36
Netherlands,2020-08-13,62406,17134873,0.36
"North Macedonia",2020-07-08,7406,2083380,0.36
"North Macedonia",2020-07-09,7572,2083380,0.36
Norway,2020-10-29,19564,5421242,0.36
Oman,2020-06-09,18198,5106622,0.36
Hungary,2020-10-09,35222,9660350,0.36
Iceland,2020-04-01,1220,341250,0.36
India,2020-09-14,4930236,1380004385,0.36
India,2020-09-15,5020359,1380004385,0.36
Indonesia,2021-01-23,977474,273523621,0.36
Indonesia,2021-01-24,989262,273523621,0.36
Iran,2020-07-29,298909,83992953,0.36
Iran,2020-07-30,301530,83992953,0.36
Iran,2020-07-31,304204,83992953,0.36
Iraq,2020-08-07,144064,40222503,0.36
Ireland,2020-04-23,17607,4937796,0.36
Israel,2020-07-06,31281,8655541,0.36
Italy,2020-05-07,215858,60461828,0.36
Italy,2020-05-08,217185,60461828,0.36
Italy,2020-05-09,218268,60461828,0.36
Italy,2020-05-10,219070,60461828,0.36
Italy,2020-05-11,219814,60461828,0.36
Jamaica,2020-11-26,10541,2961161,0.36
Jamaica,2020-11-27,10600,2961161,0.36
Jamaica,2020-11-28,10669,2961161,0.36
Jamaica,2020-11-29,10709,2961161,0.36
Jamaica,2020-11-30,10763,2961161,0.36
Japan,2021-03-16,449142,126476458,0.36
Japan,2021-03-17,450687,126476458,0.36
Japan,2021-03-18,452147,126476458,0.36
Japan,2021-03-19,453616,126476458,0.36
Japan,2021-03-20,455212,126476458,0.36
Japan,2021-03-21,456318,126476458,0.36
Japan,2021-03-22,457104,126476458,0.36
Japan,2021-03-23,458621,126476458,0.36
Japan,2021-03-24,460595,126476458,0.36
Kazakhstan,2020-07-16,66895,18776707,0.36
Kosovo,2020-07-25,6917,1932774,0.36
Latvia,2020-11-04,6752,1886202,0.36
Lebanon,2020-09-13,24310,6825442,0.36
Lesotho,2021-01-23,7656,2142252,0.36
Lesotho,2021-01-24,7656,2142252,0.36
Russia,2020-06-13,519458,145934460,0.36
Russia,2020-06-14,528267,145934460,0.36
"Saint Lucia",2021-01-19,656,183629,0.36
Serbia,2020-07-28,24520,6804596,0.36
"Equatorial Guinea",2020-10-05,5045,1402985,0.36
"Equatorial Guinea",2020-10-06,5052,1402985,0.36
"Equatorial Guinea",2020-10-07,5052,1402985,0.36
"Equatorial Guinea",2020-10-08,5062,1402985,0.36
"Equatorial Guinea",2020-10-09,5063,1402985,0.36
"Equatorial Guinea",2020-10-10,5063,1402985,0.36
"Equatorial Guinea",2020-10-11,5063,1402985,0.36
"Equatorial Guinea",2020-10-12,5066,1402985,0.36
"Equatorial Guinea",2020-10-13,5066,1402985,0.36
"Equatorial Guinea",2020-10-14,5068,1402985,0.36
"Equatorial Guinea",2020-10-15,5068,1402985,0.36
"Equatorial Guinea",2020-10-16,5068,1402985,0.36
"Equatorial Guinea",2020-10-17,5070,1402985,0.36
"Equatorial Guinea",2020-10-18,5070,1402985,0.36
"Equatorial Guinea",2020-10-19,5070,1402985,0.36
"Equatorial Guinea",2020-10-20,5074,1402985,0.36
"Equatorial Guinea",2020-10-21,5074,1402985,0.36
"Equatorial Guinea",2020-10-22,5074,1402985,0.36
"Equatorial Guinea",2020-10-23,5074,1402985,0.36
"Equatorial Guinea",2020-10-24,5079,1402985,0.36
"Equatorial Guinea",2020-10-25,5079,1402985,0.36
"Equatorial Guinea",2020-10-26,5079,1402985,0.36
"Equatorial Guinea",2020-10-27,5083,1402985,0.36
"Equatorial Guinea",2020-10-28,5083,1402985,0.36
"Equatorial Guinea",2020-10-29,5083,1402985,0.36
"Equatorial Guinea",2020-10-30,5083,1402985,0.36
"Equatorial Guinea",2020-10-31,5088,1402985,0.36
"Equatorial Guinea",2020-11-01,5088,1402985,0.36
"Equatorial Guinea",2020-11-02,5089,1402985,0.36
"Equatorial Guinea",2020-11-03,5089,1402985,0.36
"Equatorial Guinea",2020-11-04,5089,1402985,0.36
"Equatorial Guinea",2020-11-05,5092,1402985,0.36
"Equatorial Guinea",2020-11-06,5092,1402985,0.36
"Equatorial Guinea",2020-11-07,5092,1402985,0.36
"Equatorial Guinea",2020-11-08,5092,1402985,0.36
"Equatorial Guinea",2020-11-09,5092,1402985,0.36
"Equatorial Guinea",2020-11-10,5102,1402985,0.36
"Equatorial Guinea",2020-11-11,5102,1402985,0.36
"Equatorial Guinea",2020-11-12,5104,1402985,0.36
"Equatorial Guinea",2020-11-13,5104,1402985,0.36
"Equatorial Guinea",2020-11-14,5104,1402985,0.36
"Equatorial Guinea",2020-11-15,5104,1402985,0.36
"Equatorial Guinea",2020-11-16,5104,1402985,0.36
Estonia,2020-10-30,4771,1326539,0.36
Eswatini,2020-08-21,4128,1160164,0.36
Eswatini,2020-08-22,4189,1160164,0.36
Eswatini,2020-08-23,4225,1160164,0.36
Finland,2020-11-18,19935,5540718,0.36
France,2020-08-10,242168,67564251,0.36
France,2020-08-11,243582,67564251,0.36
France,2020-08-12,246180,67564251,0.36
Gabon,2020-08-07,7923,2225728,0.36
Gabon,2020-08-08,7923,2225728,0.36
Gabon,2020-08-09,7923,2225728,0.36
Gabon,2020-08-10,8006,2225728,0.36
Gabon,2020-08-11,8006,2225728,0.36
Gabon,2020-08-12,8077,2225728,0.36
Gabon,2020-08-13,8077,2225728,0.36
Georgia,2020-10-15,14440,3989175,0.36
Brazil,2020-06-10,772416,212559409,0.36
Bulgaria,2020-10-12,24989,6948445,0.36
Canada,2020-09-07,134295,37742157,0.36
Canada,2020-09-08,135757,37742157,0.36
Canada,2020-09-09,136135,37742157,0.36
Canada,2020-09-10,136956,37742157,0.36
Canada,2020-09-11,137676,37742157,0.36
"Cape Verde",2020-07-18,2014,555988,0.36
Albania,2020-09-06,10255,2877800,0.36
Albania,2020-09-07,10406,2877800,0.36
"Antigua and Barbuda",2021-02-10,350,97928,0.36
Argentina,2020-07-26,162526,45195777,0.36
Armenia,2020-06-03,10524,2963234,0.36
Austria,2020-09-12,32696,9006400,0.36
Azerbaijan,2020-08-29,36174,10139175,0.36
Azerbaijan,2020-08-30,36309,10139175,0.36
Azerbaijan,2020-08-31,36435,10139175,0.36
Azerbaijan,2020-09-01,36578,10139175,0.36
Azerbaijan,2020-09-02,36732,10139175,0.36
Azerbaijan,2020-09-03,36899,10139175,0.36
Cyprus,2020-10-22,3154,875899,0.36
Czechia,2020-09-15,38896,10708982,0.36
Denmark,2020-09-14,20674,5792203,0.36
Denmark,2020-09-15,21013,5792203,0.36
Denmark,2020-09-16,21013,5792203,0.36
Djibouti,2020-06-01,3569,988002,0.36
"Dominican Republic",2020-07-08,39588,10847904,0.36
Ecuador,2020-07-07,63245,17643060,0.36
Ecuador,2020-07-08,63245,17643060,0.36
Ecuador,2020-07-09,64221,17643060,0.36
"El Salvador",2020-08-17,23193,6486201,0.36
"El Salvador",2020-08-18,23462,6486201,0.36
"Equatorial Guinea",2020-09-07,4985,1402985,0.36
"Equatorial Guinea",2020-09-08,4985,1402985,0.36
"Equatorial Guinea",2020-09-09,4990,1402985,0.36
"Equatorial Guinea",2020-09-10,4990,1402985,0.36
"Equatorial Guinea",2020-09-11,4996,1402985,0.36
"Equatorial Guinea",2020-09-12,4996,1402985,0.36
"Equatorial Guinea",2020-09-13,4996,1402985,0.36
"Equatorial Guinea",2020-09-14,5000,1402985,0.36
"Equatorial Guinea",2020-09-15,5000,1402985,0.36
"Equatorial Guinea",2020-09-16,5000,1402985,0.36
"Equatorial Guinea",2020-09-17,5002,1402985,0.36
"Equatorial Guinea",2020-09-18,5002,1402985,0.36
"Equatorial Guinea",2020-09-19,5002,1402985,0.36
"Equatorial Guinea",2020-09-20,5002,1402985,0.36
"Equatorial Guinea",2020-09-21,5002,1402985,0.36
"Equatorial Guinea",2020-09-22,5018,1402985,0.36
"Equatorial Guinea",2020-09-23,5018,1402985,0.36
"Equatorial Guinea",2020-09-24,5018,1402985,0.36
"Equatorial Guinea",2020-09-25,5018,1402985,0.36
"Equatorial Guinea",2020-09-26,5028,1402985,0.36
"Equatorial Guinea",2020-09-27,5028,1402985,0.36
"Equatorial Guinea",2020-09-28,5028,1402985,0.36
"Equatorial Guinea",2020-09-29,5030,1402985,0.36
"Equatorial Guinea",2020-09-30,5030,1402985,0.36
"Equatorial Guinea",2020-10-01,5045,1402985,0.36
"Equatorial Guinea",2020-10-02,5045,1402985,0.36
"Equatorial Guinea",2020-10-03,5045,1402985,0.36
"Equatorial Guinea",2020-10-04,5045,1402985,0.36
Colombia,2020-07-17,182140,50882884,0.36
Comoros,2021-02-08,3088,869595,0.36
"Costa Rica",2020-08-01,18187,5094114,0.36
Croatia,2020-09-19,14725,4105268,0.36
Croatia,2020-09-20,14922,4105268,0.36
Cuba,2021-02-17,40765,11326616,0.36
Bahamas,2020-08-18,1424,393248,0.36
Bahrain,2020-05-14,6198,1701583,0.36
Bangladesh,2021-03-26,588132,164689383,0.36
Bangladesh,2021-03-27,591806,164689383,0.36
Bangladesh,2021-03-28,595714,164689383,0.36
Bangladesh,2021-03-29,600895,164689383,0.36
Barbados,2021-01-14,1036,287371,0.36
Barbados,2021-01-15,1036,287371,0.36
Belarus,2020-05-22,34303,9449321,0.36
Belgium,2020-04-22,41889,11589616,0.36
Belize,2020-09-11,1435,397621,0.36
Bolivia,2020-07-07,41545,11673029,0.36
"Bosnia and Herzegovina",2020-07-31,11876,3280815,0.36
"Bosnia and Herzegovina",2020-08-01,11876,3280815,0.36
Germany,2020-10-02,298374,83783945,0.36
Germany,2020-10-03,300027,83783945,0.36
Germany,2020-10-04,301573,83783945,0.36
Germany,2020-10-05,304673,83783945,0.36
Greece,2020-10-30,37196,10423056,0.36
Guatemala,2020-08-18,63847,17915567,0.36
Guatemala,2020-08-19,64881,17915567,0.36
Guyana,2020-09-29,2846,786559,0.36
Honduras,2020-07-21,35345,9904608,0.36
Honduras,2020-07-22,36102,9904608,0.36
Germany,2020-09-29,290471,83783945,0.35
Germany,2020-09-30,292913,83783945,0.35
Germany,2020-10-01,295539,83783945,0.35
Guatemala,2020-08-15,62313,17915567,0.35
Guatemala,2020-08-16,62562,17915567,0.35
Guatemala,2020-08-17,62944,17915567,0.35
Guyana,2020-09-26,2725,786559,0.35
Guyana,2020-09-27,2772,786559,0.35
Guyana,2020-09-28,2787,786559,0.35
Honduras,2020-07-20,34611,9904608,0.35
Albania,2020-09-04,9967,2877800,0.35
Albania,2020-09-05,10102,2877800,0.35
Andorra,2020-03-27,267,77265,0.35
Argentina,2020-07-25,158334,45195777,0.35
Austria,2020-09-10,31247,9006400,0.35
Austria,2020-09-11,31827,9006400,0.35
Azerbaijan,2020-08-22,35105,10139175,0.35
Azerbaijan,2020-08-23,35274,10139175,0.35
Azerbaijan,2020-08-24,35426,10139175,0.35
Azerbaijan,2020-08-25,35559,10139175,0.35
Azerbaijan,2020-08-26,35707,10139175,0.35
Azerbaijan,2020-08-27,35844,10139175,0.35
Azerbaijan,2020-08-28,35986,10139175,0.35
Estonia,2020-10-28,4590,1326539,0.35
Estonia,2020-10-29,4671,1326539,0.35
Eswatini,2020-08-19,4058,1160164,0.35
Eswatini,2020-08-20,4110,1160164,0.35
Finland,2020-11-15,19315,5540718,0.35
Finland,2020-11-16,19419,5540718,0.35
Finland,2020-11-17,19647,5540718,0.35
France,2020-08-05,233344,67564251,0.35
France,2020-08-06,234945,67564251,0.35
France,2020-08-07,237332,67564251,0.35
France,2020-08-08,237402,67564251,0.35
France,2020-08-09,237437,67564251,0.35
Gabon,2020-08-05,7787,2225728,0.35
Gabon,2020-08-06,7787,2225728,0.35
Botswana,2020-11-12,8225,2351625,0.35
Botswana,2020-11-13,8225,2351625,0.35
Botswana,2020-11-14,8225,2351625,0.35
Botswana,2020-11-15,8225,2351625,0.35
Brazil,2020-06-09,739503,212559409,0.35
Bulgaria,2020-10-10,24319,6948445,0.35
Bulgaria,2020-10-11,24402,6948445,0.35
Canada,2020-08-31,130918,37742157,0.35
Canada,2020-09-01,131422,37742157,0.35
Canada,2020-09-02,131941,37742157,0.35
Canada,2020-09-03,132527,37742157,0.35
Canada,2020-09-04,133141,37742157,0.35
Canada,2020-09-05,133511,37742157,0.35
Canada,2020-09-06,133890,37742157,0.35
"Cape Verde",2020-07-17,1939,555988,0.35
Bangladesh,2021-03-20,568706,164689383,0.35
Bangladesh,2021-03-21,570878,164689383,0.35
Bangladesh,2021-03-22,573687,164689383,0.35
Bangladesh,2021-03-23,577241,164689383,0.35
Bangladesh,2021-03-24,580808,164689383,0.35
Bangladesh,2021-03-25,584395,164689383,0.35
Barbados,2021-01-13,1007,287371,0.35
Belarus,2020-05-21,33371,9449321,0.35
Belgium,2020-04-20,39983,11589616,0.35
Belgium,2020-04-21,40956,11589616,0.35
Bolivia,2020-07-06,40509,11673029,0.35
"Bosnia and Herzegovina",2020-07-30,11444,3280815,0.35
Czechia,2020-09-14,37222,10708982,0.35
Denmark,2020-09-12,19989,5792203,0.35
Denmark,2020-09-13,20327,5792203,0.35
"Dominican Republic",2020-07-05,37425,10847904,0.35
"Dominican Republic",2020-07-06,38128,10847904,0.35
"Dominican Republic",2020-07-07,38430,10847904,0.35
Ecuador,2020-07-04,61535,17643060,0.35
Ecuador,2020-07-05,61958,17643060,0.35
Ecuador,2020-07-06,62380,17643060,0.35
"El Salvador",2020-08-15,22619,6486201,0.35
"El Salvador",2020-08-16,22912,6486201,0.35
"Equatorial Guinea",2020-08-19,4892,1402985,0.35
"Equatorial Guinea",2020-08-20,4892,1402985,0.35
"Equatorial Guinea",2020-08-21,4926,1402985,0.35
"Equatorial Guinea",2020-08-22,4926,1402985,0.35
"Equatorial Guinea",2020-08-23,4926,1402985,0.35
"Equatorial Guinea",2020-08-24,4926,1402985,0.35
"Equatorial Guinea",2020-08-25,4926,1402985,0.35
"Equatorial Guinea",2020-08-26,4928,1402985,0.35
"Equatorial Guinea",2020-08-27,4928,1402985,0.35
"Equatorial Guinea",2020-08-28,4941,1402985,0.35
"Equatorial Guinea",2020-08-29,4941,1402985,0.35
"Equatorial Guinea",2020-08-30,4941,1402985,0.35
"Equatorial Guinea",2020-08-31,4941,1402985,0.35
"Equatorial Guinea",2020-09-01,4965,1402985,0.35
"Equatorial Guinea",2020-09-02,4965,1402985,0.35
"Equatorial Guinea",2020-09-03,4965,1402985,0.35
"Equatorial Guinea",2020-09-04,4972,1402985,0.35
"Equatorial Guinea",2020-09-05,4972,1402985,0.35
"Equatorial Guinea",2020-09-06,4972,1402985,0.35
Chile,2020-05-21,66169,19116209,0.35
Comoros,2021-02-05,3001,869595,0.35
Comoros,2021-02-06,3086,869595,0.35
Comoros,2021-02-07,3086,869595,0.35
"Costa Rica",2020-07-31,17820,5094114,0.35
Croatia,2020-09-17,14279,4105268,0.35
Croatia,2020-09-18,14513,4105268,0.35
Cuba,2021-02-16,39941,11326616,0.35
Venezuela,2020-11-18,98350,28435943,0.35
Venezuela,2020-11-19,98665,28435943,0.35
Venezuela,2020-11-20,99017,28435943,0.35
Venezuela,2020-11-21,99435,28435943,0.35
Venezuela,2020-11-22,99835,28435943,0.35
Venezuela,2020-11-23,100143,28435943,0.35
Venezuela,2020-11-24,100498,28435943,0.35
Venezuela,2020-11-25,100817,28435943,0.35
Zambia,2021-02-08,63573,18383956,0.35
Zambia,2021-02-09,64610,18383956,0.35
Timor,2021-05-17,4589,1318442,0.35
"Trinidad and Tobago",2020-10-06,4846,1399491,0.35
"Trinidad and Tobago",2020-10-07,4887,1399491,0.35
"Trinidad and Tobago",2020-10-08,4963,1399491,0.35
Turkey,2020-09-13,291162,84339067,0.35
Turkey,2020-09-14,292878,84339067,0.35
Turkey,2020-09-15,294620,84339067,0.35
Turkey,2020-09-16,296391,84339067,0.35
Turkey,2020-09-17,298039,84339067,0.35
Ukraine,2020-09-11,152373,43733759,0.35
"United Arab Emirates",2020-05-31,34557,9890400,0.35
"United Kingdom",2020-05-19,236867,67886004,0.35
"United Kingdom",2020-05-20,239579,67886004,0.35
"United States",2020-05-02,1143360,331002647,0.35
"United States",2020-05-03,1167681,331002647,0.35
Singapore,2020-05-06,20198,5850343,0.35
"South Africa",2020-07-06,205721,59308690,0.35
Spain,2020-04-11,163027,46754783,0.35
"Sri Lanka",2021-02-12,74056,21413250,0.35
"Sri Lanka",2021-02-13,74852,21413250,0.35
"Sri Lanka",2021-02-14,75654,21413250,0.35
Suriname,2020-08-05,2050,586634,0.35
Sweden,2020-05-25,34871,10099270,0.35
Sweden,2020-05-26,35617,10099270,0.35
Switzerland,2020-05-03,29905,8654618,0.35
Switzerland,2020-05-04,29981,8654618,0.35
Switzerland,2020-05-05,30009,8654618,0.35
Switzerland,2020-05-06,30060,8654618,0.35
Switzerland,2020-05-07,30126,8654618,0.35
Switzerland,2020-05-08,30207,8654618,0.35
Switzerland,2020-05-09,30251,8654618,0.35
Switzerland,2020-05-10,30305,8654618,0.35
Switzerland,2020-05-11,30344,8654618,0.35
Switzerland,2020-05-12,30380,8654618,0.35
Switzerland,2020-05-13,30413,8654618,0.35
Switzerland,2020-05-14,30463,8654618,0.35
Switzerland,2020-05-15,30514,8654618,0.35
Switzerland,2020-05-16,30572,8654618,0.35
Switzerland,2020-05-17,30587,8654618,0.35
Switzerland,2020-05-18,30597,8654618,0.35
Switzerland,2020-05-19,30618,8654618,0.35
Switzerland,2020-05-20,30658,8654618,0.35
Switzerland,2020-05-21,30694,8654618,0.35
Switzerland,2020-05-22,30707,8654618,0.35
Russia,2020-06-12,510761,145934460,0.35
"San Marino",2020-03-18,119,33938,0.35
"San Marino",2020-03-19,119,33938,0.35
"Saudi Arabia",2020-06-13,123308,34813867,0.35
Serbia,2020-07-26,23730,6804596,0.35
Serbia,2020-07-27,24141,6804596,0.35
Pakistan,2021-04-19,766882,220892331,0.35
Pakistan,2021-04-20,772381,220892331,0.35
Pakistan,2021-04-21,778238,220892331,0.35
Palestine,2020-08-19,17606,5101416,0.35
Palestine,2020-08-20,17989,5101416,0.35
Panama,2020-06-04,15044,4314768,0.35
Paraguay,2020-09-09,25026,7132530,0.35
Peru,2020-05-23,115754,32971846,0.35
Philippines,2020-10-30,378933,109581085,0.35
Philippines,2020-10-31,380729,109581085,0.35
Philippines,2020-11-01,383113,109581085,0.35
Philippines,2020-11-02,385400,109581085,0.35
Philippines,2020-11-03,387161,109581085,0.35
Philippines,2020-11-04,388137,109581085,0.35
Portugal,2020-06-09,35306,10196707,0.35
Portugal,2020-06-10,35600,10196707,0.35
Portugal,2020-06-11,35910,10196707,0.35
Portugal,2020-06-12,36180,10196707,0.35
Romania,2020-08-13,66631,19237682,0.35
Romania,2020-08-14,68046,19237682,0.35
Libya,2020-09-15,24144,6871287,0.35
Liechtenstein,2020-10-08,135,38137,0.35
Lithuania,2020-10-24,9586,2722291,0.35
Luxembourg,2020-03-31,2178,625976,0.35
Malaysia,2020-12-31,113010,32365998,0.35
Maldives,2020-06-04,1872,540542,0.35
Maldives,2020-06-05,1883,540542,0.35
Maldives,2020-06-06,1901,540542,0.35
Maldives,2020-06-07,1903,540542,0.35
Maldives,2020-06-08,1916,540542,0.35
Malta,2020-08-21,1546,441539,0.35
Mauritania,2021-01-18,16081,4649660,0.35
Mauritania,2021-01-19,16147,4649660,0.35
Mauritania,2021-01-20,16212,4649660,0.35
Mauritania,2021-01-21,16266,4649660,0.35
Mauritania,2021-01-22,16322,4649660,0.35
Mauritania,2021-01-23,16357,4649660,0.35
Mauritania,2021-01-24,16397,4649660,0.35
Mauritania,2021-01-25,16421,4649660,0.35
Mauritania,2021-01-26,16460,4649660,0.35
Mexico,2020-08-04,449961,128932753,0.35
Mexico,2020-08-05,456100,128932753,0.35
Moldova,2020-06-20,13953,4033963,0.35
Moldova,2020-06-21,14200,4033963,0.35
Monaco,2020-08-11,138,39244,0.35
Montenegro,2020-07-19,2188,628062,0.35
Montenegro,2020-07-20,2188,628062,0.35
Morocco,2020-10-02,128565,36910558,0.35
Japan,2021-03-05,437222,126476458,0.35
Japan,2021-03-06,437634,126476458,0.35
Japan,2021-03-07,439356,126476458,0.35
Japan,2021-03-08,439977,126476458,0.35
Japan,2021-03-09,441152,126476458,0.35
Japan,2021-03-10,442411,126476458,0.35
Japan,2021-03-11,443714,126476458,0.35
Japan,2021-03-12,444977,126476458,0.35
Japan,2021-03-13,446312,126476458,0.35
Japan,2021-03-14,447287,126476458,0.35
Japan,2021-03-15,448000,126476458,0.35
Jordan,2020-10-17,36053,10203140,0.35
Kazakhstan,2020-07-15,65188,18776707,0.35
Kosovo,2020-07-24,6680,1932774,0.35
Kuwait,2020-05-17,14850,4270563,0.35
Lebanon,2020-09-12,23669,6825442,0.35
Lesotho,2021-01-21,7504,2142252,0.35
Lesotho,2021-01-22,7555,2142252,0.35
Namibia,2020-09-07,8810,2540916,0.35
Namibia,2020-09-08,8928,2540916,0.35
Nepal,2020-10-09,100676,29136808,0.35
Netherlands,2020-08-09,59360,17134873,0.35
Netherlands,2020-08-10,60058,17134873,0.35
